Jaar,Woonregio,Werkregio,Banen van werknemers
2020,Bergen (NH.),Utrecht (gem),100
2020,Bergen (NH.),Velsen,400
2020,Bergen (NH.),Zaanstad,300
2020,Castricum,'s-Gravenhage,100
2020,Castricum,Alkmaar,1700
2020,Castricum,Almere,100
2020,Castricum,Amstelveen,100
2020,Castricum,Amsterdam,2800
2020,Castricum,Bergen (NH.),200
2020,Castricum,Beverwijk,600
2020,Castricum,Bloemendaal,100
2020,Castricum,Castricum,3900
2020,Castricum,Den Helder,200
2020,Castricum,Dijk en Waard,200
2020,Castricum,Haarlem,700
2020,Castricum,Haarlemmermeer,900
2020,Castricum,Heemskerk,500
2020,Castricum,Heiloo,600
2020,Castricum,Hilversum,100
2020,Castricum,Hoorn,100
2020,Castricum,Leiden,100
2020,Castricum,Purmerend,100
2020,Castricum,Rotterdam,100
2020,Castricum,Schagen,100
2020,Castricum,Tilburg,100
2020,Castricum,Uitgeest,400
2020,Castricum,Utrecht (gem),100
2020,Castricum,Velsen,900
2020,Castricum,Zaanstad,700
2020,Den Helder,'s-Gravenhage,100
2020,Den Helder,Alkmaar,1000
2020,Den Helder,Amsterdam,1100
2020,Den Helder,Bergen (NH.),100
2020,Den Helder,Beverwijk,100
2020,Den Helder,Den Helder,15400
2020,Den Helder,Dijk en Waard,800
2020,Den Helder,Enkhuizen,200
2020,Den Helder,Haarlem,100
2020,Den Helder,Haarlemmermeer,300
2020,Den Helder,Hilversum,100
2020,Den Helder,Hollands Kroon,1200
2020,Den Helder,Hoorn,300
2020,Den Helder,Medemblik,100
2020,Den Helder,Opmeer,100
2020,Den Helder,Purmerend,100
2020,Den Helder,Rotterdam,100
2020,Den Helder,Schagen,1600
2020,Den Helder,Stede Broec,100
2020,Den Helder,Texel,500
2020,Den Helder,Utrecht (gem),100
2020,Den Helder,Velsen,300
2020,Den Helder,Zaanstad,500
2020,Den Helder,Zandvoort,100
2020,Drechterland,Alkmaar,400
2020,Drechterland,Amsterdam,700
2020,Drechterland,Den Helder,100
2020,Drechterland,Dijk en Waard,200
2020,Drechterland,Drechterland,1600
2020,Drechterland,Edam-Volendam,100
2020,Drechterland,Enkhuizen,600
2020,Drechterland,Haarlemmermeer,200
2020,Drechterland,Hollands Kroon,100
2020,Drechterland,Hoorn,1900
2020,Drechterland,Koggenland,100
2020,Drechterland,Medemblik,1300
2020,Drechterland,Opmeer,100
2020,Drechterland,Purmerend,300
2020,Drechterland,Stede Broec,700
2020,Drechterland,Zaanstad,300
2020,Enkhuizen,Alkmaar,300
2020,Enkhuizen,Amsterdam,600
2020,Enkhuizen,Arnhem,100
2020,Enkhuizen,Dijk en Waard,100
2020,Enkhuizen,Drechterland,300
2020,Enkhuizen,Enkhuizen,2400
2020,Enkhuizen,Haarlem,100
2020,Enkhuizen,Haarlemmermeer,100
2020,Enkhuizen,Hollands Kroon,100
2020,Enkhuizen,Hoorn,900
2020,Enkhuizen,Koggenland,100
2020,Enkhuizen,Lelystad,100
2020,Enkhuizen,Medemblik,1100
2020,Enkhuizen,Opmeer,100
2020,Enkhuizen,Purmerend,100
2020,Enkhuizen,Stede Broec,900
2020,Enkhuizen,Zaanstad,200
2020,Heiloo,'s-Gravenhage,100
2020,Heiloo,Alkmaar,2200
2020,Heiloo,Amstelveen,100
2020,Heiloo,Amsterdam,1500
2020,Heiloo,Bergen (NH.),400
2020,Heiloo,Beverwijk,200
2020,Heiloo,Castricum,600
2020,Heiloo,Den Helder,100
2020,Heiloo,Dijk en Waard,400
2020,Heiloo,Haarlem,400
2020,Heiloo,Haarlemmermeer,600
2020,Heiloo,Heemskerk,100
2020,Heiloo,Heemstede,300
2020,Heiloo,Heiloo,1500
2020,Heiloo,Hoorn,100
2020,Heiloo,Purmerend,100
2020,Heiloo,Schagen,100
2020,Heiloo,Utrecht (gem),100
2020,Heiloo,Velsen,300
2020,Heiloo,Zaanstad,300
2020,Hollands Kroon,Alkmaar,1400
2020,Hollands Kroon,Amsterdam,800
2020,Hollands Kroon,Bergen (NH.),200
2020,Hollands Kroon,Beverwijk,200
2020,Hollands Kroon,Castricum,100
2020,Hollands Kroon,Den Helder,2500
2020,Hollands Kroon,Dijk en Waard,1700
2020,Hollands Kroon,Drechterland,100
2020,Hollands Kroon,Edam-Volendam,100
2020,Hollands Kroon,Enkhuizen,100
2020,Hollands Kroon,Haarlem,200
2020,Hollands Kroon,Haarlemmermeer,300
2020,Hollands Kroon,Heemskerk,100
2020,Hollands Kroon,Heiloo,100
2020,Hollands Kroon,Hollands Kroon,7300
2020,Hollands Kroon,Hoorn,800
2020,Hollands Kroon,Koggenland,200
2020,Hollands Kroon,Medemblik,900
2020,Hollands Kroon,Opmeer,300
2020,Hollands Kroon,Purmerend,200
2020,Hollands Kroon,Rotterdam,100
2020,Hollands Kroon,Schagen,2400
2020,Hollands Kroon,Stede Broec,100
2020,Hollands Kroon,Texel,200
2020,Hollands Kroon,Utrecht (gem),100
2020,Hollands Kroon,Velsen,300
2020,Hollands Kroon,Westland,700
2020,Hollands Kroon,Zaanstad,400
2020,Hoorn,'s-Gravenhage,100
2020,Hoorn,Aalsmeer,100
2020,Hoorn,Alkmaar,2400
2020,Hoorn,Almere,100
2020,Hoorn,Amersfoort,100
2020,Hoorn,Amstelveen,200
2020,Hoorn,Amsterdam,4700
2020,Hoorn,Apeldoorn,100
2020,Hoorn,Bergen (NH.),100
2020,Hoorn,Beverwijk,100
2020,Hoorn,Castricum,100
2020,Hoorn,Den Helder,500
2020,Hoorn,Diemen,100
2020,Hoorn,Dijk en Waard,900
2020,Hoorn,Drechterland,500
2020,Hoorn,Edam-Volendam,400
2020,Hoorn,Enkhuizen,500
2020,Hoorn,Gooise Meren,100
2020,Hoorn,Haarlem,300
2020,Hoorn,Haarlemmermeer,1100
2020,Hoorn,Heiloo,100
2020,Hoorn,Hilversum,100
2020,Hoorn,Hollands Kroon,300
2020,Hoorn,Hoorn,12600
2020,Hoorn,Huizen,100
2020,Hoorn,Koggenland,600
2020,Hoorn,Lelystad,100
2020,Hoorn,Medemblik,2100
2020,Hoorn,Oostzaan,100
2020,Hoorn,Opmeer,600
2020,Hoorn,Ouder-Amstel,100
2020,Hoorn,Purmerend,1300
2020,Hoorn,Rotterdam,100
2020,Hoorn,Schagen,300
2020,Hoorn,Stede Broec,400
2020,Hoorn,Utrecht (gem),200
2020,Hoorn,Velsen,200
2020,Hoorn,Waterland,100
2020,Hoorn,Wormerland,100
2020,Hoorn,Zaanstad,1000
2020,Koggenland,Alkmaar,1300
2020,Koggenland,Amsterdam,900
2020,Koggenland,Den Helder,200
2020,Koggenland,Dijk en Waard,1200
2020,Koggenland,Drechterland,100
2020,Koggenland,Edam-Volendam,200
2020,Koggenland,Enkhuizen,100
2020,Koggenland,Haarlem,100
2020,Koggenland,Haarlemmermeer,300
2020,Koggenland,Heiloo,100
2020,Koggenland,Hollands Kroon,100
2020,Koggenland,Hoorn,1300
2020,Koggenland,Koggenland,2900
2020,Koggenland,Medemblik,300
2020,Koggenland,Opmeer,300
2020,Koggenland,Purmerend,700
2020,Koggenland,Schagen,200
2020,Koggenland,Stede Broec,100
2020,Koggenland,Utrecht (gem),100
2020,Koggenland,Velsen,200
2020,Koggenland,Zaanstad,300
2020,Medemblik,Alkmaar,1000
2020,Medemblik,Amersfoort,100
2020,Medemblik,Amstelveen,100
2020,Medemblik,Amsterdam,1500
2020,Medemblik,Apeldoorn,100
2020,Medemblik,Castricum,100
2020,Medemblik,Den Helder,300
2020,Medemblik,Dijk en Waard,600
2020,Medemblik,Drechterland,400
2020,Medemblik,Edam-Volendam,200
2020,Medemblik,Enkhuizen,1000
2020,Medemblik,Haarlem,100
2020,Medemblik,Haarlemmermeer,300
2020,Medemblik,Hollands Kroon,800
2020,Medemblik,Hoorn,3400
2020,Medemblik,Koggenland,300
2020,Medemblik,Medemblik,6900
2020,Medemblik,Opmeer,700
2020,Medemblik,Purmerend,500
2020,Medemblik,Schagen,200
2020,Medemblik,Stede Broec,500
2020,Medemblik,Texel,100
2020,Medemblik,Utrecht (gem),100
2020,Medemblik,Velsen,100
2020,Medemblik,Westland,100
2020,Medemblik,Zaanstad,500
2020,Opmeer,Alkmaar,500
2020,Opmeer,Amsterdam,400
2020,Opmeer,Den Helder,100
2020,Opmeer,Dijk en Waard,600
2020,Opmeer,Haarlemmermeer,100
2020,Opmeer,Hollands Kroon,200
2020,Opmeer,Hoorn,500
2020,Opmeer,Koggenland,400
2020,Opmeer,Medemblik,500
2020,Opmeer,Opmeer,1500
2020,Opmeer,Purmerend,100
2020,Opmeer,Schagen,200
2020,Opmeer,Velsen,100
2020,Opmeer,Westland,100
2020,Opmeer,Zaanstad,100
2020,Schagen,'s-Gravenhage,100
2020,Schagen,Alkmaar,2800
2020,Schagen,Amstelveen,100
2020,Schagen,Amsterdam,1000
2020,Schagen,Bergen (NH.),700
2020,Schagen,Beverwijk,300
2020,Schagen,Castricum,100
2020,Schagen,Den Helder,1300
2020,Schagen,Dijk en Waard,2100
2020,Schagen,Haarlem,200
2020,Schagen,Haarlemmermeer,400
2020,Schagen,Heemskerk,100
2020,Schagen,Heiloo,100
2020,Schagen,Hilversum,100
2020,Schagen,Hollands Kroon,1000
2020,Schagen,Hoorn,400
2020,Schagen,Koggenland,100
2020,Schagen,Medemblik,100
2020,Schagen,Opmeer,100
2020,Schagen,Purmerend,200
2020,Schagen,Rotterdam,100
2020,Schagen,Schagen,7900
2020,Schagen,Utrecht (gem),100
2020,Schagen,Velsen,500
2020,Schagen,Zaanstad,400
2020,Stede Broec,Alkmaar,400
2020,Stede Broec,Amsterdam,800
2020,Stede Broec,Apeldoorn,100
2020,Stede Broec,Arnhem,100
2020,Stede Broec,Den Helder,100
2020,Stede Broec,Dijk en Waard,200
2020,Stede Broec,Drechterland,700
2020,Stede Broec,Edam-Volendam,100
2020,Stede Broec,Enkhuizen,1200
2020,Stede Broec,Haarlem,100
2020,Stede Broec,Haarlemmermeer,200
2020,Stede Broec,Hollands Kroon,100
2020,Stede Broec,Hoorn,1500
2020,Stede Broec,Koggenland,100
2020,Stede Broec,Lelystad,100
2020,Stede Broec,Medemblik,1500
2020,Stede Broec,Opmeer,100
2020,Stede Broec,Purmerend,200
2020,Stede Broec,Stede Broec,1900
2020,Stede Broec,Zaanstad,200
2020,Texel,Alkmaar,100
2020,Texel,Amsterdam,100
2020,Texel,Den Helder,200
2020,Texel,Schagen,100
2020,Texel,Texel,4700
2020,Texel,Zaanstad,100
2020,Uitgeest,Alkmaar,400
2020,Uitgeest,Amsterdam,1300
2020,Uitgeest,Beverwijk,600
2020,Uitgeest,Castricum,400
2020,Uitgeest,Den Helder,100
2020,Uitgeest,Dijk en Waard,100
2020,Uitgeest,Haarlem,300
2020,Uitgeest,Haarlemmermeer,400
2020,Uitgeest,Heemskerk,600
2020,Uitgeest,Heiloo,100
2020,Uitgeest,Hoorn,100
2020,Uitgeest,Purmerend,100
2020,Uitgeest,Uitgeest,1000
2020,Uitgeest,Utrecht (gem),100
2020,Uitgeest,Velsen,600
2020,Uitgeest,Wormerland,100
2020,Uitgeest,Zaanstad,500
2021,Alkmaar,'s-Gravenhage,300
2021,Alkmaar,'s-Hertogenbosch,100
2021,Alkmaar,Aalsmeer,100
2021,Alkmaar,Alkmaar,21100
2021,Alkmaar,Almere,100
2021,Alkmaar,Amersfoort,100
2021,Alkmaar,Amstelveen,300
2021,Alkmaar,Amsterdam,6300
2021,Alkmaar,Bergen (NH.),1700
2021,Alkmaar,Beverwijk,600
2021,Alkmaar,Breda,100
2021,Alkmaar,Castricum,700
2021,Alkmaar,Delft,100
2021,Alkmaar,Den Helder,800
2021,Alkmaar,Diemen,100
2021,Alkmaar,Dijk en Waard,5100
2021,Alkmaar,Edam-Volendam,200
2021,Alkmaar,Eindhoven,100
2021,Alkmaar,Enkhuizen,100
2021,Alkmaar,Haarlem,800
2021,Alkmaar,Haarlemmermeer,1700
2021,Alkmaar,Heemskerk,400
2021,Alkmaar,Heiloo,1200
2021,Alkmaar,Hilversum,100
2021,Alkmaar,Hollands Kroon,200
2021,Alkmaar,Hoorn,800
2021,Alkmaar,Koggenland,400
2021,Alkmaar,Leiden,100
2021,Alkmaar,Medemblik,300
2021,Alkmaar,Opmeer,200
2021,Alkmaar,Ouder-Amstel,100
2021,Alkmaar,Purmerend,1000
2021,Alkmaar,Rotterdam,200
2021,Alkmaar,Schagen,1400
2021,Alkmaar,Tilburg,100
2021,Alkmaar,Uitgeest,200
2021,Alkmaar,Utrecht (gem),400
2021,Alkmaar,Velsen,1500
2021,Alkmaar,Wormerland,100
2021,Alkmaar,Zaanstad,2000
2021,Alkmaar,Zoetermeer,100
2021,Bergen (NH.),'s-Gravenhage,100
2021,Bergen (NH.),Alkmaar,2500
2021,Bergen (NH.),Amstelveen,100
2021,Bergen (NH.),Amsterdam,1200
2021,Bergen (NH.),Bergen (NH.),3300
2021,Bergen (NH.),Beverwijk,100
2021,Bergen (NH.),Castricum,400
2021,Bergen (NH.),Den Helder,200
2021,Bergen (NH.),Dijk en Waard,500
2021,Bergen (NH.),Haarlem,200
2021,Bergen (NH.),Haarlemmermeer,400
2021,Bergen (NH.),Heemskerk,100
2021,Bergen (NH.),Heiloo,300
2021,Bergen (NH.),Hoorn,100
2021,Bergen (NH.),Purmerend,100
2021,Bergen (NH.),Rotterdam,100
2021,Bergen (NH.),Schagen,300
2021,Bergen (NH.),Uitgeest,100
2021,Bergen (NH.),Utrecht (gem),100
2021,Bergen (NH.),Velsen,400
2021,Bergen (NH.),Zaanstad,300
2021,Castricum,'s-Gravenhage,100
2021,Castricum,Alkmaar,1800
2021,Castricum,Almere,100
2021,Castricum,Amstelveen,100
2021,Castricum,Amsterdam,2700
2021,Castricum,Bergen (NH.),300
2021,Castricum,Beverwijk,800
2021,Castricum,Castricum,3800
2021,Castricum,Den Helder,100
2021,Castricum,Dijk en Waard,300
2021,Castricum,Haarlem,600
2021,Castricum,Haarlemmermeer,700
2021,Castricum,Heemskerk,800
2021,Castricum,Heiloo,800
2021,Castricum,Hoorn,100
2021,Castricum,Purmerend,100
2021,Castricum,Rotterdam,100
2021,Castricum,Schagen,100
2021,Castricum,Tilburg,100
2021,Castricum,Uitgeest,400
2021,Castricum,Uithoorn,100
2021,Castricum,Utrecht (gem),200
2021,Castricum,Velsen,800
2021,Castricum,Zaanstad,900
2021,Den Helder,'s-Gravenhage,100
2021,Den Helder,Alkmaar,1300
2021,Den Helder,Almere,100
2021,Den Helder,Amsterdam,900
2021,Den Helder,Bergen (NH.),200
2021,Den Helder,Beverwijk,100
2021,Den Helder,Castricum,100
2021,Den Helder,Den Helder,15800
2021,Den Helder,Dijk en Waard,700
2021,Den Helder,Haarlem,100
2021,Den Helder,Haarlemmermeer,300
2021,Den Helder,Hollands Kroon,1000
2021,Den Helder,Hoorn,200
2021,Den Helder,Koggenland,100
2021,Den Helder,Leiden,100
2021,Den Helder,Medemblik,100
2021,Den Helder,Opmeer,100
2021,Den Helder,Rotterdam,100
2021,Den Helder,Schagen,1900
2021,Den Helder,Texel,900
2021,Den Helder,Utrecht (gem),100
2021,Den Helder,Velsen,400
2021,Den Helder,Zaanstad,100
2021,Drechterland,Alkmaar,200
2021,Drechterland,Amsterdam,800
2021,Drechterland,Den Helder,100
2021,Drechterland,Dijk en Waard,200
2021,Drechterland,Drechterland,2000
2021,Drechterland,Edam-Volendam,100
2021,Drechterland,Enkhuizen,500
2021,Drechterland,Haarlemmermeer,100
2021,Drechterland,Hollands Kroon,100
2021,Drechterland,Hoorn,2200
2021,Drechterland,Koggenland,100
2021,Drechterland,Lelystad,100
2021,Drechterland,Medemblik,1200
2021,Drechterland,Opmeer,100
2021,Drechterland,Purmerend,200
2021,Drechterland,Stede Broec,600
2021,Drechterland,Zaanstad,200
2021,Enkhuizen,Alkmaar,100
2021,Enkhuizen,Amsterdam,600
2021,Enkhuizen,Den Helder,100
2021,Enkhuizen,Dijk en Waard,100
2021,Enkhuizen,Drechterland,400
2021,Enkhuizen,Enkhuizen,2800
2021,Enkhuizen,Haarlemmermeer,100
2021,Enkhuizen,Hollands Kroon,100
2021,Enkhuizen,Hoorn,1000
2021,Enkhuizen,Koggenland,100
2021,Enkhuizen,Lelystad,200
2021,Enkhuizen,Medemblik,1000
2021,Enkhuizen,Opmeer,100
2021,Enkhuizen,Purmerend,100
2021,Enkhuizen,Stede Broec,900
2021,Enkhuizen,Zaanstad,100
2021,Heiloo,'s-Gravenhage,100
2021,Heiloo,Alkmaar,2600
2021,Heiloo,Amstelveen,100
2021,Heiloo,Amsterdam,1400
2021,Heiloo,Bergen (NH.),400
2021,Heiloo,Beverwijk,200
2021,Heiloo,Castricum,600
2021,Heiloo,Den Helder,100
2021,Heiloo,Dijk en Waard,500
2021,Heiloo,Haarlem,400
2021,Heiloo,Haarlemmermeer,500
2021,Heiloo,Heemskerk,100
2021,Heiloo,Heiloo,1900
2021,Heiloo,Hoorn,100
2021,Heiloo,Purmerend,100
2021,Heiloo,Schagen,100
2021,Heiloo,Uitgeest,100
2021,Heiloo,Utrecht (gem),100
2021,Heiloo,Velsen,300
2021,Heiloo,Zaanstad,300
2021,Hollands Kroon,'s-Hertogenbosch,100
2021,Hollands Kroon,Alkmaar,1300
2021,Hollands Kroon,Amsterdam,900
2021,Hollands Kroon,Bergen (NH.),100
2021,Hollands Kroon,Beverwijk,100
2021,Hollands Kroon,Castricum,100
2021,Hollands Kroon,Den Helder,2900
2021,Hollands Kroon,Dijk en Waard,1700
2021,Hollands Kroon,Drechterland,100
2021,Hollands Kroon,Edam-Volendam,100
2021,Hollands Kroon,Enkhuizen,100
2021,Hollands Kroon,Haarlem,100
2021,Hollands Kroon,Haarlemmermeer,300
2021,Hollands Kroon,Heemskerk,100
2021,Hollands Kroon,Hollands Kroon,7800
2021,Hollands Kroon,Hoorn,800
2021,Hollands Kroon,Koggenland,200
2021,Hollands Kroon,Medemblik,1000
2021,Hollands Kroon,Opmeer,400
2021,Hollands Kroon,Purmerend,200
2021,Hollands Kroon,Rotterdam,100
2021,Hollands Kroon,Schagen,2600
2021,Hollands Kroon,Texel,100
2021,Hollands Kroon,Utrecht (gem),100
2021,Hollands Kroon,Velsen,300
2021,Hollands Kroon,Westerkwartier,100
2021,Hollands Kroon,Westland,400
2021,Hollands Kroon,Zaanstad,300
2021,Hoorn,'s-Gravenhage,200
2021,Hoorn,Alkmaar,1400
2021,Hoorn,Almere,100
2021,Hoorn,Amersfoort,100
2021,Hoorn,Amstelveen,300
2021,Hoorn,Amsterdam,5800
2021,Hoorn,Beverwijk,100
2021,Hoorn,Breda,100
2021,Hoorn,Den Helder,400
2021,Hoorn,Diemen,100
2021,Hoorn,Dijk en Waard,900
2021,Hoorn,Drechterland,600
2021,Hoorn,Edam-Volendam,400
2021,Hoorn,Enkhuizen,500
2021,Hoorn,Haarlem,300
2021,Hoorn,Haarlemmermeer,800
2021,Hoorn,Heiloo,100
2021,Hoorn,Hilversum,100
2021,Hoorn,Hollands Kroon,300
2021,Hoorn,Hoorn,14100
2021,Hoorn,Huizen,100
2021,Hoorn,Koggenland,700
2021,Hoorn,Landsmeer,100
2021,Hoorn,Lelystad,100
2021,Hoorn,Medemblik,2700
2021,Hoorn,Opmeer,400
2021,Hoorn,Ouder-Amstel,100
2021,Hoorn,Purmerend,1400
2021,Hoorn,Rotterdam,100
2021,Hoorn,Schagen,200
2021,Hoorn,Stede Broec,400
2021,Hoorn,Tilburg,100
2021,Hoorn,Utrecht (gem),200
2021,Hoorn,Velsen,100
2021,Hoorn,Waterland,100
2021,Hoorn,Wormerland,100
2021,Hoorn,Zaanstad,700
2021,Hoorn,Zwolle,100
2021,Koggenland,Alkmaar,1300
2021,Koggenland,Amstelveen,100
2021,Koggenland,Amsterdam,1000
2021,Koggenland,Den Helder,100
2021,Koggenland,Dijk en Waard,1300
2021,Koggenland,Drechterland,100
2021,Koggenland,Edam-Volendam,100
2021,Koggenland,Enkhuizen,100
2021,Koggenland,Haarlem,100
2021,Koggenland,Haarlemmermeer,200
2021,Koggenland,Hollands Kroon,100
2021,Koggenland,Hoorn,1400
2021,Koggenland,Koggenland,3000
2021,Koggenland,Medemblik,500
2021,Koggenland,Opmeer,300
2021,Koggenland,Purmerend,600
2021,Koggenland,Schagen,200
2021,Koggenland,Velsen,200
2021,Koggenland,Zaanstad,200
2021,Medemblik,Alkmaar,800
2021,Medemblik,Almere,100
2021,Medemblik,Amersfoort,100
2021,Medemblik,Amsterdam,1600
2021,Medemblik,Den Helder,300
2021,Medemblik,Dijk en Waard,600
2021,Medemblik,Drechterland,500
2021,Medemblik,Edam-Volendam,200
2021,Medemblik,Enkhuizen,700
2021,Medemblik,Haarlem,100
2021,Medemblik,Haarlemmermeer,200
2021,Medemblik,Hollands Kroon,700
2021,Medemblik,Hoorn,3800
2021,Medemblik,Koggenland,300
2021,Medemblik,Lelystad,100
2021,Medemblik,Medemblik,7700
2021,Medemblik,Opmeer,600
2021,Medemblik,Purmerend,400
2021,Medemblik,Rotterdam,100
2021,Medemblik,Schagen,200
2021,Medemblik,Stede Broec,500
2021,Medemblik,Utrecht (gem),100
2021,Medemblik,Velsen,100
2021,Medemblik,Westland,100
2021,Medemblik,Zaanstad,400
2021,Opmeer,Alkmaar,400
2021,Opmeer,Amsterdam,500
2021,Opmeer,Den Helder,100
2021,Opmeer,Dijk en Waard,500
2021,Opmeer,Haarlemmermeer,100
2021,Opmeer,Hollands Kroon,200
2021,Opmeer,Hoorn,700
2021,Opmeer,Koggenland,300
2021,Opmeer,Medemblik,700
2021,Opmeer,Opmeer,1600
2021,Opmeer,Purmerend,100
2021,Opmeer,Schagen,100
2021,Opmeer,Velsen,100
2021,Opmeer,Westland,100
2021,Opmeer,Zaanstad,100
2021,Schagen,'s-Gravenhage,100
2021,Schagen,Alkmaar,2800
2021,Schagen,Amstelveen,100
2021,Schagen,Amsterdam,900
2021,Schagen,Bergen (NH.),900
2021,Schagen,Beverwijk,100
2021,Schagen,Castricum,100
2021,Schagen,Den Helder,1200
2021,Schagen,Dijk en Waard,1900
2021,Schagen,Haarlem,100
2021,Schagen,Haarlemmermeer,300
2021,Schagen,Heemskerk,100
2021,Schagen,Heiloo,100
2021,Schagen,Hollands Kroon,1100
2021,Schagen,Hoorn,400
2021,Schagen,Koggenland,100
2021,Schagen,Medemblik,200
2021,Schagen,Opmeer,200
2021,Schagen,Purmerend,100
2021,Schagen,Rotterdam,100
2021,Schagen,Schagen,8600
2021,Schagen,Utrecht (gem),100
2021,Schagen,Velsen,500
2021,Schagen,Zaanstad,300
2021,Stede Broec,Alkmaar,200
2021,Stede Broec,Amsterdam,900
2021,Stede Broec,Den Helder,100
2021,Stede Broec,Dijk en Waard,100
2021,Stede Broec,Drechterland,700
2021,Stede Broec,Edam-Volendam,100
2021,Stede Broec,Enkhuizen,1700
2021,Stede Broec,Haarlemmermeer,100
2021,Stede Broec,Hollands Kroon,100
2021,Stede Broec,Hoorn,1600
2021,Stede Broec,Koggenland,100
2021,Stede Broec,Lelystad,100
2021,Stede Broec,Medemblik,1200
2021,Stede Broec,Opmeer,100
2021,Stede Broec,Purmerend,100
2021,Stede Broec,Stede Broec,2300
2021,Stede Broec,Utrecht (gem),100
2021,Stede Broec,Zaanstad,200
2021,Texel,Amsterdam,100
2021,Texel,Den Helder,400
2021,Texel,Texel,4900
2021,Uitgeest,'s-Gravenhage,100
2021,Uitgeest,Alkmaar,400
2021,Uitgeest,Amsterdam,1200
2021,Uitgeest,Beverwijk,600
2021,Uitgeest,Castricum,400
2021,Uitgeest,Dijk en Waard,100
2021,Uitgeest,Haarlem,300
2021,Uitgeest,Haarlemmermeer,300
2021,Uitgeest,Heemskerk,800
2021,Uitgeest,Heiloo,100
2021,Uitgeest,Uitgeest,900
2021,Uitgeest,Utrecht (gem),100
2021,Uitgeest,Velsen,600
2021,Uitgeest,Zaanstad,600
2022,Alkmaar,'s-Gravenhage,300
2022,Alkmaar,'s-Hertogenbosch,100
2022,Alkmaar,Aalsmeer,100
2022,Alkmaar,Alkmaar,22500
2022,Alkmaar,Almere,100
2022,Alkmaar,Amersfoort,100
2022,Alkmaar,Amstelveen,300
2022,Alkmaar,Amsterdam,6400
2022,Alkmaar,Bergen (NH.),1700
2022,Alkmaar,Beverwijk,600
2022,Alkmaar,Capelle aan den IJssel,100
2022,Alkmaar,Castricum,600
2022,Alkmaar,Delft,100
2022,Alkmaar,Den Helder,800
2022,Alkmaar,Diemen,100
2022,Alkmaar,Dijk en Waard,4900
2022,Alkmaar,Edam-Volendam,200
2022,Alkmaar,Eindhoven,100
2022,Alkmaar,Enkhuizen,100
2022,Alkmaar,Groningen (gem),100
2022,Alkmaar,Haarlem,800
2022,Alkmaar,Haarlemmermeer,1900
2022,Alkmaar,Heemskerk,400
2022,Alkmaar,Heiloo,1100
2022,Alkmaar,Helmond,100
2022,Alkmaar,Hilversum,100
2022,Alkmaar,Hollands Kroon,200
2022,Alkmaar,Hoorn,700
2022,Alkmaar,Koggenland,300
2022,Alkmaar,Leiden,100
2022,Alkmaar,Medemblik,200
2022,Alkmaar,Nieuwegein,100
2022,Alkmaar,Opmeer,200
2022,Alkmaar,Ouder-Amstel,100
2022,Alkmaar,Purmerend,1000
2022,Alkmaar,Rotterdam,200
2022,Alkmaar,Schagen,1400
2022,Alkmaar,Tilburg,100
2022,Alkmaar,Uitgeest,200
2022,Alkmaar,Utrecht (gem),500
2022,Alkmaar,Velsen,1700
2022,Alkmaar,Waterland,100
2022,Alkmaar,Wormerland,100
2022,Alkmaar,Zaanstad,1800
2022,Alkmaar,Zoetermeer,100
2022,Bergen (NH.),'s-Gravenhage,100
2022,Bergen (NH.),Alkmaar,2500
2022,Bergen (NH.),Amstelveen,100
2022,Bergen (NH.),Amsterdam,1200
2022,Bergen (NH.),Bergen (NH.),3700
2022,Bergen (NH.),Beverwijk,100
2022,Bergen (NH.),Castricum,300
2022,Bergen (NH.),Den Helder,200
2022,Bergen (NH.),Dijk en Waard,500
2022,Bergen (NH.),Haarlem,200
2022,Bergen (NH.),Haarlemmermeer,400
2022,Bergen (NH.),Heemskerk,100
2022,Bergen (NH.),Heiloo,300
2022,Bergen (NH.),Hoorn,100
2022,Bergen (NH.),Purmerend,100
2022,Bergen (NH.),Rotterdam,100
2022,Bergen (NH.),Schagen,400
2022,Bergen (NH.),Uitgeest,100
2022,Bergen (NH.),Utrecht (gem),100
2022,Bergen (NH.),Velsen,400
2022,Bergen (NH.),Zaanstad,300
2022,Castricum,'s-Gravenhage,100
2022,Castricum,Alkmaar,1800
2022,Castricum,Amstelveen,100
2022,Castricum,Amsterdam,2800
2022,Castricum,Bergen (NH.),200
2022,Castricum,Beverwijk,800
2022,Castricum,Castricum,3900
2022,Castricum,Den Helder,100
2022,Castricum,Dijk en Waard,300
2022,Castricum,Haarlem,600
2022,Castricum,Haarlemmermeer,700
2022,Castricum,Heemskerk,700
2022,Castricum,Heiloo,800
2022,Castricum,Hoorn,100
2022,Castricum,Purmerend,100
2022,Castricum,Rotterdam,100
2022,Castricum,Schagen,100
2022,Castricum,Tilburg,100
2022,Castricum,Uitgeest,300
2022,Castricum,Uithoorn,100
2022,Castricum,Utrecht (gem),200
2022,Castricum,Velsen,1100
2022,Castricum,Wormerland,100
2022,Castricum,Zaanstad,800
2022,Den Helder,'s-Gravenhage,100
2022,Den Helder,Alkmaar,1200
2022,Den Helder,Amsterdam,1000
2022,Den Helder,Bergen (NH.),200
2022,Den Helder,Beverwijk,100
2022,Den Helder,Capelle aan den IJssel,100
2022,Den Helder,Castricum,100
2022,Den Helder,Den Helder,16100
2022,Den Helder,Dijk en Waard,700
2022,Den Helder,Haarlem,100
